Awards,Awards Nominated,Awards Wins,Oscar Nominations,Oscar Wins,Primetime Emmys Nominations,Primetime Emmys Wins,Golden Globe Nominations,Golden Globe Wins,BAFTA Nominations,BAFTA Wins
1 win.,0,1,0,0,0,0,0,0,0,0
2 nominations.,2,0,0,0,0,0,0,0,0,0
2 wins.,0,2,0,0,0,0,0,0,0,0
3 nominations.,3,0,0,0,0,0,0,0,0,0
Nominated for 1 Oscar. Another 5 wins & 1 nomination.,2,5,1,0,0,0,0,0,0,0
Nominated for 1 Oscar. Another 1 win.,1,1,1,0,0,0,0,0,0,0
2 nominations.,2,0,0,0,0,0,0,0,0,0
2 wins.,0,2,0,0,0,0,0,0,0,0
1 win.,0,1,0,0,0,0,0,0,0,0
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
1 win & 4 nominations.,4,1,0,0,0,0,0,0,0,0
3 wins.,0,3,0,0,0,0,0,0,0,0
2 wins.,0,2,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
1 win & 3 nominations.,3,1,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
5 nominations.,5,0,0,0,0,0,0,0,0,0
1 win.,0,1,0,0,0,0,0,0,0,0
2 wins & 4 nominations.,4,2,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
Won 6 Oscars. Another 48 wins & 28 nominations.,28,54,0,6,0,0,0,0,0,0
12 wins & 20 nominations.,20,12,0,0,0,0,0,0,0,0
1 win & 9 nominations.,9,1,0,0,0,0,0,0,0,0
2 nominations.,2,0,0,0,0,0,0,0,0,0
Nominated for 2 Golden Globes. Another 1 win & 4 nominations.,6,1,0,0,0,0,2,0,0,0
4 wins & 12 nominations.,12,4,0,0,0,0,0,0,0,0
Nominated for 4 Oscars. Another 28 wins & 116 nominations.,120,28,4,0,0,0,0,0,0,0
Won 1 Oscar. Another 7 wins & 29 nominations.,29,8,0,1,0,0,0,0,0,0
Nominated for 2 Oscars. Another 25 wins & 58 nominations.,60,25,2,0,0,0,0,0,0,0
1 win.,0,1,0,0,0,0,0,0,0,0
2 nominations.,2,0,0,0,0,0,0,0,0,0
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
2 wins & 1 nomination.,1,2,0,0,0,0,0,0,0,0
6 wins & 10 nominations.,10,6,0,0,0,0,0,0,0,0
Won 1 Golden Globe. Another 5 wins & 17 nominations.,17,6,0,0,0,0,0,1,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
2 wins.,0,2,0,0,0,0,0,0,0,0
1 win.,0,1,0,0,0,0,0,0,0,0
2 wins & 3 nominations.,3,2,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
1 win.,0,1,0,0,0,0,0,0,0,0
Nominated for 3 Golden Globes. Another 1 win & 25 nominations.,28,1,0,0,0,0,3,0,0,0
1 win & 7 nominations.,7,1,0,0,0,0,0,0,0,0
3 wins.,0,3,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
2 nominations.,2,0,0,0,0,0,0,0,0,0
5 wins & 1 nomination.,1,5,0,0,0,0,0,0,0,0
1 win.,0,1,0,0,0,0,0,0,0,0
7 nominations.,7,0,0,0,0,0,0,0,0,0
2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
1 win.,0,1,0,0,0,0,0,0,0,0
2 nominations.,2,0,0,0,0,0,0,0,0,0
2 nominations.,2,0,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
4 nominations.,4,0,0,0,0,0,0,0,0,0
Nominated for 1 Primetime Emmy. Another 4 wins & 17 nominations.,18,4,0,0,1,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
2 wins & 10 nominations.,10,2,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
2 wins & 8 nominations.,8,2,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
3 wins & 10 nominations.,10,3,0,0,0,0,0,0,0,0
Nominated for 2 Primetime Emmys. Another 8 wins & 14 nominations.,16,8,0,0,2,0,0,0,0,0
1 win.,0,1,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
4 wins & 9 nominations.,9,4,0,0,0,0,0,0,0,0
1 win.,0,1,0,0,0,0,0,0,0,0
3 nominations.,3,0,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
1 win & 7 nominations.,7,1,0,0,0,0,0,0,0,0
7 wins & 8 nominations.,8,7,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
1 win.,0,1,0,0,0,0,0,0,0,0
1 win & 2 nominations.,2,1,0,0,0,0,0,0,0,0
1 win & 3 nominations.,3,1,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
1 win.,0,1,0,0,0,0,0,0,0,0
11 wins & 6 nominations.,6,11,0,0,0,0,0,0,0,0
1 win.,0,1,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
8 wins & 17 nominations.,17,8,0,0,0,0,0,0,0,0
1 win.,0,1,0,0,0,0,0,0,0,0
4 nominations.,4,0,0,0,0,0,0,0,0,0
1 win & 12 nominations.,12,1,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
6 nominations.,6,0,0,0,0,0,0,0,0,0
9 nominations.,9,0,0,0,0,0,0,0,0,0
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
Nominated for 1 Primetime Emmy. Another 1 win & 2 nominations.,3,1,0,0,1,0,0,0,0,0
3 nominations.,3,0,0,0,0,0,0,0,0,0
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
5 wins & 11 nominations.,11,5,0,0,0,0,0,0,0,0
3 wins & 11 nominations.,11,3,0,0,0,0,0,0,0,0
4 wins & 7 nominations.,7,4,0,0,0,0,0,0,0,0
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
6 wins & 11 nominations.,11,6,0,0,0,0,0,0,0,0
1 win.,0,1,0,0,0,0,0,0,0,0
1 win.,0,1,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
4 wins.,0,4,0,0,0,0,0,0,0,0
1 win & 3 nominations.,3,1,0,0,0,0,0,0,0,0
5 nominations.,5,0,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
1 win.,0,1,0,0,0,0,0,0,0,0
4 nominations.,4,0,0,0,0,0,0,0,0,0
1 win.,0,1,0,0,0,0,0,0,0,0
3 wins & 7 nominations.,7,3,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
1 win.,0,1,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
2 wins.,0,2,0,0,0,0,0,0,0,0
3 nominations.,3,0,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
4 nominations.,4,0,0,0,0,0,0,0,0,0
5 nominations.,5,0,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
2 wins & 4 nominations.,4,2,0,0,0,0,0,0,0,0
Nominated for 1 Oscar. Another 7 wins & 42 nominations.,43,7,1,0,0,0,0,0,0,0
Nominated for 1 Oscar. Another 34 wins & 75 nominations.,76,34,1,0,0,0,0,0,0,0
Won 3 Oscars. Another 92 wins & 150 nominations.,150,95,0,3,0,0,0,0,0,0
1 win.,0,1,0,0,0,0,0,0,0,0
Nominated for 3 Oscars. Another 46 wins & 87 nominations.,90,46,3,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
20 wins & 35 nominations.,35,20,0,0,0,0,0,0,0,0
11 wins & 21 nominations.,21,11,0,0,0,0,0,0,0,0
2 wins & 3 nominations.,3,2,0,0,0,0,0,0,0,0
Nominated for 3 Oscars. Another 34 wins & 88 nominations.,91,34,3,0,0,0,0,0,0,0
1 win & 4 nominations.,4,1,0,0,0,0,0,0,0,0
2 wins & 1 nomination.,1,2,0,0,0,0,0,0,0,0
22 wins & 68 nominations.,68,22,0,0,0,0,0,0,0,0
1 win & 4 nominations.,4,1,0,0,0,0,0,0,0,0
32 wins & 86 nominations.,86,32,0,0,0,0,0,0,0,0
2 wins & 1 nomination.,1,2,0,0,0,0,0,0,0,0
1 win & 2 nominations.,2,1,0,0,0,0,0,0,0,0
2 wins & 4 nominations.,4,2,0,0,0,0,0,0,0,0
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
8 wins & 19 nominations.,19,8,0,0,0,0,0,0,0,0
1 win & 12 nominations.,12,1,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
2 wins & 1 nomination.,1,2,0,0,0,0,0,0,0,0
Nominated for 1 Oscar. Another 13 wins & 26 nominations.,27,13,1,0,0,0,0,0,0,0
11 wins & 62 nominations.,62,11,0,0,0,0,0,0,0,0
3 wins & 2 nominations.,2,3,0,0,0,0,0,0,0,0
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
1 win.,0,1,0,0,0,0,0,0,0,0
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
2 nominations.,2,0,0,0,0,0,0,0,0,0
5 wins & 6 nominations.,6,5,0,0,0,0,0,0,0,0
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
2 wins & 6 nominations.,6,2,0,0,0,0,0,0,0,0
2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
1 win.,0,1,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
2 nominations.,2,0,0,0,0,0,0,0,0,0
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
7 wins & 12 nominations.,12,7,0,0,0,0,0,0,0,0
3 wins & 2 nominations.,2,3,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
3 wins & 9 nominations.,9,3,0,0,0,0,0,0,0,0
4 nominations.,4,0,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
1 win.,0,1,0,0,0,0,0,0,0,0
3 nominations.,3,0,0,0,0,0,0,0,0,0
2 nominations.,2,0,0,0,0,0,0,0,0,0
Nominated for 2 Primetime Emmys. Another 1 win & 1 nomination.,3,1,0,0,2,0,0,0,0,0
1 win & 2 nominations.,2,1,0,0,0,0,0,0,0,0
9 wins & 2 nominations.,2,9,0,0,0,0,0,0,0,0
Won 1 Primetime Emmy. Another 2 wins & 20 nominations.,20,3,0,0,0,1,0,0,0,0
2 wins.,0,2,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
Nominated for 1 Primetime Emmy. Another 1 win & 26 nominations.,27,1,0,0,1,0,0,0,0,0
1 win.,0,1,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
2 wins & 1 nomination.,1,2,0,0,0,0,0,0,0,0
3 nominations.,3,0,0,0,0,0,0,0,0,0
2 nominations.,2,0,0,0,0,0,0,0,0,0
3 wins & 13 nominations.,13,3,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
3 wins & 1 nomination.,1,3,0,0,0,0,0,0,0,0
6 wins & 13 nominations.,13,6,0,0,0,0,0,0,0,0
1 win.,0,1,0,0,0,0,0,0,0,0
3 wins & 2 nominations.,2,3,0,0,0,0,0,0,0,0
1 win & 2 nominations.,2,1,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
2 wins & 6 nominations.,6,2,0,0,0,0,0,0,0,0
2 nominations.,2,0,0,0,0,0,0,0,0,0
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
1 win.,0,1,0,0,0,0,0,0,0,0
10 wins & 5 nominations.,5,10,0,0,0,0,0,0,0,0
1 win.,0,1,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
2 nominations.,2,0,0,0,0,0,0,0,0,0
1 win.,0,1,0,0,0,0,0,0,0,0
2 nominations.,2,0,0,0,0,0,0,0,0,0
2 wins & 1 nomination.,1,2,0,0,0,0,0,0,0,0
2 nominations.,2,0,0,0,0,0,0,0,0,0
1 win.,0,1,0,0,0,0,0,0,0,0
1 win.,0,1,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
4 wins.,0,4,0,0,0,0,0,0,0,0
Won 1 Primetime Emmy. Another 3 wins & 11 nominations.,11,4,0,0,0,1,0,0,0,0
2 wins & 5 nominations.,5,2,0,0,0,0,0,0,0,0
1 win.,0,1,0,0,0,0,0,0,0,0
1 win.,0,1,0,0,0,0,0,0,0,0
1 win.,0,1,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
3 nominations.,3,0,0,0,0,0,0,0,0,0
6 nominations.,6,0,0,0,0,0,0,0,0,0
4 wins & 4 nominations.,4,4,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
2 wins.,0,2,0,0,0,0,0,0,0,0
1 win.,0,1,0,0,0,0,0,0,0,0
1 win & 2 nominations.,2,1,0,0,0,0,0,0,0,0
2 nominations.,2,0,0,0,0,0,0,0,0,0
2 wins & 27 nominations.,27,2,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
3 wins & 1 nomination.,1,3,0,0,0,0,0,0,0,0
2 wins.,0,2,0,0,0,0,0,0,0,0
1 win.,0,1,0,0,0,0,0,0,0,0
Won 1 Primetime Emmy. Another 4 nominations.,4,1,0,0,0,1,0,0,0,0
1 win.,0,1,0,0,0,0,0,0,0,0
2 wins & 4 nominations.,4,2,0,0,0,0,0,0,0,0
1 win.,0,1,0,0,0,0,0,0,0,0
13 wins & 7 nominations.,7,13,0,0,0,0,0,0,0,0
2 wins & 5 nominations.,5,2,0,0,0,0,0,0,0,0
3 wins.,0,3,0,0,0,0,0,0,0,0
2 wins & 5 nominations.,5,2,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
2 nominations.,2,0,0,0,0,0,0,0,0,0
13 wins & 5 nominations.,5,13,0,0,0,0,0,0,0,0
2 nominations.,2,0,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
4 wins & 16 nominations.,16,4,0,0,0,0,0,0,0,0
3 nominations.,3,0,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
1 win.,0,1,0,0,0,0,0,0,0,0
1 win.,0,1,0,0,0,0,0,0,0,0
1 win & 4 nominations.,4,1,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
4 nominations.,4,0,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
6 nominations.,6,0,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
2 nominations.,2,0,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
Nominated for 1 Primetime Emmy. Another 3 nominations.,4,0,0,0,1,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
Won 2 Primetime Emmys. Another 2 nominations.,2,2,0,0,0,2,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
1 win & 2 nominations.,2,1,0,0,0,0,0,0,0,0
3 nominations.,3,0,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
2 nominations.,2,0,0,0,0,0,0,0,0,0
Won 1 Oscar. Another 13 wins & 7 nominations.,7,14,0,1,0,0,0,0,0,0
Won 1 Oscar. Another 13 wins & 7 nominations.,7,14,0,1,0,0,0,0,0,0
Won 3 Golden Globes. Another 13 wins & 19 nominations.,19,16,0,0,0,0,0,3,0,0
Won 6 Oscars. Another 48 wins & 28 nominations.,28,54,0,6,0,0,0,0,0,0
1 win & 2 nominations.,2,1,0,0,0,0,0,0,0,0
1 win.,0,1,0,0,0,0,0,0,0,0
1 win.,0,1,0,0,0,0,0,0,0,0
Won 18 Primetime Emmys. Another 16 wins & 60 nominations.,60,34,0,0,0,18,0,0,0,0
Nominated for 1 Golden Globe. Another 4 wins & 5 nominations.,6,4,0,0,0,0,1,0,0,0
5 wins & 16 nominations.,16,5,0,0,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
6 wins & 5 nominations.,5,6,0,0,0,0,0,0,0,0
5 nominations.,5,0,0,0,0,0,0,0,0,0
2 nominations.,2,0,0,0,0,0,0,0,0,0
Won 3 Primetime Emmys. Another 34 wins & 89 nominations.,89,37,0,0,0,3,0,0,0,0
Nominated for 3 Oscars. Another 19 wins & 40 nominations.,43,19,3,0,0,0,0,0,0,0
2 wins & 4 nominations.,4,2,0,0,0,0,0,0,0,0
1 win & 7 nominations.,7,1,0,0,0,0,0,0,0,0
Nominated for 1 Oscar. Another 5 wins & 41 nominations.,42,5,1,0,0,0,0,0,0,0
1 win.,0,1,0,0,0,0,0,0,0,0
7 wins & 42 nominations.,42,7,0,0,0,0,0,0,0,0
Nominated for 1 Oscar. Another 8 wins & 58 nominations.,59,8,1,0,0,0,0,0,0,0
Won 1 Oscar. Another 39 wins & 134 nominations.,134,40,0,1,0,0,0,0,0,0
3 wins & 23 nominations.,23,3,0,0,0,0,0,0,0,0
2 wins & 3 nominations.,3,2,0,0,0,0,0,0,0,0
5 wins & 28 nominations.,28,5,0,0,0,0,0,0,0,0
Nominated for 1 Oscar. Another 34 wins & 75 nominations.,76,34,1,0,0,0,0,0,0,0
2 wins & 21 nominations.,21,2,0,0,0,0,0,0,0,0
2 wins & 16 nominations.,16,2,0,0,0,0,0,0,0,0
Nominated for 2 Golden Globes. Another 20 wins & 52 nominations.,54,20,0,0,0,0,2,0,0,0
2 wins & 1 nomination.,1,2,0,0,0,0,0,0,0,0
2 wins & 4 nominations.,4,2,0,0,0,0,0,0,0,0
2 wins & 7 nominations.,7,2,0,0,0,0,0,0,0,0
1 win.,0,1,0,0,0,0,0,0,0,0
2 nominations.,2,0,0,0,0,0,0,0,0,0
Nominated for 2 Oscars. Another 4 wins & 17 nominations.,19,4,2,0,0,0,0,0,0,0
1 win & 23 nominations.,23,1,0,0,0,0,0,0,0,0
4 wins & 1 nomination.,1,4,0,0,0,0,0,0,0,0
1 win & 10 nominations.,10,1,0,0,0,0,0,0,0,0
Nominated for 1 Oscar. Another 17 wins & 53 nominations.,54,17,1,0,0,0,0,0,0,0
Won 2 Oscars. Another 44 wins & 74 nominations.,74,46,0,2,0,0,0,0,0,0
2 wins & 1 nomination.,1,2,0,0,0,0,0,0,0,0
Nominated for 1 Oscar. Another 6 wins & 46 nominations.,47,6,1,0,0,0,0,0,0,0
1 win & 4 nominations.,4,1,0,0,0,0,0,0,0,0
2 wins & 11 nominations.,11,2,0,0,0,0,0,0,0,0
Nominated for 1 BAFTA Film Award. Another 9 wins & 54 nominations.,55,9,0,0,0,0,0,0,1,0
Won 7 Oscars. Another 215 wins & 169 nominations.,169,222,0,7,0,0,0,0,0,0
1 nomination.,1,0,0,0,0,0,0,0,0,0
Nominated for 1 Oscar. Another 70 wins & 59 nominations.,60,70,1,0,0,0,0,0,0,0
4 nominations.,4,0,0,0,0,0,0,0,0,0
4 wins & 10 nominations.,10,4,0,0,0,0,0,0,0,0
Nominated for 1 Oscar. Another 9 wins & 40 nominations.,41,9,1,0,0,0,0,0,0,0
1 win & 9 nominations.,9,1,0,0,0,0,0,0,0,0
3 wins & 2 nominations.,2,3,0,0,0,0,0,0,0,0
Nominated for 3 Primetime Emmys. Another 14 nominations.,17,0,0,0,3,0,0,0,0,0
3 wins & 7 nominations.,7,3,0,0,0,0,0,0,0,0
2 nominations.,2,0,0,0,0,0,0,0,0,0
5 wins & 31 nominations.,31,5,0,0,0,0,0,0,0,0
11 wins & 34 nominations.,34,11,0,0,0,0,0,0,0,0
2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
